"","SITE_ID","DUPLICATE_ID","REVISITED_OVERLAP","WSA_SITEID","YEAR","JULDAY","DATE_COL","LAT_DD","LON_DD","STATE","ECO10","EPA_hybird","FW_ECO9","ECO3","FW_ECO3","ECOLVL3","ECO_LVL_3NAME","REALM","SITECLS","LOC_NAME","RST_FSED_AND_RMD_PHAB","RST_FRIP_AND_RMD_PHAB","COND","PHLAB","PHSTVL","PTL","NTL","XCMGW","LRP100","QR1","LINCIS_H","XCDENMID","XCMG","W1_HALL","XEMBED","XFC_NAT","PCT_SAFN","DPCT_SF","LRBS_BW4","LRBS_BW5","LRBS_BW6","LRBS_G08","LRBS_TST","LRBS_USE","XCEMBED","CVDPTH","CVDTH","LBFWD_RAT","LBFXDRAT","LBFXWRAT","LSUB_DMM","LSUB_DMM_NOR","LDMB_BW4","LDMB_BW5","LDVRP100","LINCIS_D","PCT_FN","QRDIST1","QRVEG1","QRVEG2","REFID","RP100","W1H_WALL","XCDENBK","XINC_H","XINCISION_D","XINCISION_H","RMD_PHAB","RST_FRIP","RST_FSED","RT_NRSA1","STRAHCAT","STRAHLER","NA_L2NAME","EPA_REGION","XGB","NAMC_JOINED_StreamOr_1","XSLOPE","XSLOPE_FIELD","XSLOPE_FRDATA","XSLOPE_FRREF","XSLOPE_MAP","XWD_RAT","XWIDTH","XWXD","XBKF_W","XDEPTH","V1W_MSQ","V1WM100","V2W_MSQ","V2WM100","V4W_MSQ","V4WM100","C1TM100","C1WM100","C2TM100","C2WM100","C4TM100","C4WM100","FLOWSITE","BNK_THRESH","THRESH","THRESH3","THRESH2"
"453","WCAP99-0563","WCAP99-0563","N",NA,2001,NA,"15147",34.34716,-118.04869,"CA","MT_SWEST","Southwestern Mountains",NA,"MT",NA,8,"Southern California Mountains","WADEABLE","TARGET",NA,"S","S",NA,NA,8.18,32,104,0.656818182,0.343415203,0.6205287,-0.786,99.4652406,0.957954545,0.65154091,43.090909,0.477272727,17.1428571,-4.28405397,-1.33364709,-1.370390993,NA,NA,-0.385912561,NA,31.8181818,0.60486647,NA,0.65868803,1.006475286,0.577605728,0.951669443,NA,2.28531653,2.322060436,-0.297809107,-0.050749013,7.6190476,0.6054951,0.3955682,0.9975936,342,2.10503356,0,99.7326203,0.718181818,0.78971515,0.063636364,NA,"S","S",NA,NA,2,"MEDITERRANEAN CALIFORNIA",9,0.529545455,1," 4.44000000",NA,NA,NA,NA," 14.312771","  0.8800000","7.775000e-02","  3.3272727","  7.1533333","0.007404738",NA,NA,NA,"0.000000000",NA,NA,"  8.7248322",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_SWEST_LargeWade","MT_SWEST_LargeWade","MT_SWEST_LargeWade"
"454","WCAP99-0574","WCAP99-0574","N",NA,2000,NA,"14837",41.0483,-122.65529,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,78,"Klamath Mountains","WADEABLE","TARGET",NA,"T","T",NA,NA,7.45,24,65,0.546590909,0.050264504,0.5164198,-0.51,94.9197861,0.796590909,1.46971364,45.111111,0.604545455,8,-10.06939167,0.780192635,-0.219807365,NA,NA,0.077201947,NA,41.1111111,0.44243294,NA,0.81808287,0.552701851,0.117445214,1.55483659,NA,0.77464395,1.774643954,-0.596360836,-0.201642588,0,0.4049052,0.3459659,0.9831551,849,1.02270202,0,98.1283423,0.439090909,0.52857544,0.209090909,NA,"T","T",NA,NA,1,"WESTERN CORDILLERA",9,0.792045455,1," 4.90000000",NA,NA,NA,NA," 17.788204","  1.5684211","1.702632e-01","  2.0554545","  8.9484536","0.065968844",NA,NA,NA,"0.053981359",NA,NA," 14.1414141",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"455","WCAP99-0580","WCAP99-0580","N",NA,2000,NA,"14852",40.7789,-123.33513,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,78,"Klamath Mountains","BOATABLE","TARGET",NA,"S","S",NA,NA,8.27,2,64,0.970454545,1.810786521,0.4954006,-0.388,NA,1.280681818,1.04546818,NA,0.477272727,4,0.11696294,NA,-0.047844316,NA,NA,0.393673576,NA,NA,0.68509165,NA,1.27310431,0.507954175,0.287110762,2.044563217,NA,NA,2.092407533,0.269147717,0.697589916,0,0.4888856,0.5367045,0.463369,344,64.5824588,0,40.3743316,3.463636364,4.88413636,0.309090909,NA,"S","S",NA,NA,5,"WESTERN CORDILLERA",9,0.226136364,5," 0.46000000",NA,NA,NA,NA," 62.008874"," 38.9090909","5.312000e+01"," 75.3636364","142.0500000","0.001570500",NA,NA,NA,"0.000000000",NA,NA,"  1.5000000",NA,NA,NA,NA,"BOATABLE","2","MT_PNW_2",NA,"MT_PNW_2"
"456","WCAP99-0581","WCAP99-0581","N",NA,2001,NA,"15182",40.25425,-123.1078,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,78,"Klamath Mountains","WADEABLE","TARGET",NA,"T","T",NA,NA,8.75,8,135,0.831818182,0.653304804,0.7553366,-1,86.3636364,0.895454545,0,13.727273,0.102272727,3.8095238,-0.67324311,0.154022707,0.089550341,NA,NA,0.845237117,NA,16.969697,2.36091671,NA,0.66629906,0.806071527,0.644552518,2.99876087,NA,2.84473816,2.909210528,-0.039566015,-0.194672177,0.952381,1,0.4743182,0.9085562,850,4.40095638,0,89.8395722,0.454545455,0.53874546,0,NA,"T","T",NA,NA,3,"WESTERN CORDILLERA",9,0.806818182,2,"24.69000000",NA,NA,NA,NA," 25.004497","  0.8800000","3.524500e-01","  3.8818182","  8.4200000","0.007501847",NA,NA,NA,"0.000000000",NA,NA,"  4.0268456",NA,NA,NA,NA,"INTERRUPTED WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"457","WCAP99-0583","WCAP99-0583","N",NA,2001,NA,"15188",41.70845,-123.13085,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,78,"Klamath Mountains","WADEABLE","TARGET",NA,"S","S",NA,NA,8.3,14,70,0.7125,0.766374859,0.7382803,-1,94.2513369,0.903409091,0,40.545455,0.654545455,9.6153846,0.81126458,-0.518323393,-0.652396032,NA,NA,-0.248441417,NA,37.7272727,0.63841916,NA,0.81350389,0.506540655,0.257603141,1.91261209,NA,2.43093548,2.565008122,0.143713528,-0.150346107,3.8461538,1,0.420625,0.9566845,345,5.7394892,0,95.1871658,0.418181818,0.60738182,0,NA,"S","S",NA,NA,1,"WESTERN CORDILLERA",9,0.751136364,1,"11.18000000",NA,NA,NA,NA," 11.454325","  2.1400000","4.490500e-01","  3.8727273"," 18.9200000","0.035195356",NA,NA,NA,"0.021371270",NA,NA," 20.8053691",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"458","WCAP99-0585","WCAP99-0585","N",NA,2000,NA,"14868",41.85242,-123.89641,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,78,"Klamath Mountains","BOATABLE","TARGET",NA,"T","T",NA,NA,NA,NA,NA,0.65,NA,0.3681395,0.0792,NA,0.675,2.65,NA,0.725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.311014217,NA,NA,NA,NA,NA,NA,NA,0.2739726,0.3925,0.4639706,851,NA,0.5,40.4411765,3.5,NA,1.1,NA,"T","T",NA,NA,4,"WESTERN CORDILLERA",9,0.4125,4,NA,NA,NA,NA,NA,NA," 14.3333333",NA," 29.3333333",NA,"0.000000000",NA,NA,NA,"0.000000000",NA,NA,"  0.0000000",NA,NA,NA,NA,"PARTIAL BOATABLE","2","MT_PNW_2",NA,"MT_PNW_2"
"459","WCAP99-0590","WCAP99-0590","N",NA,2000,NA,"14846",39.18657,-123.54806,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,1,"Coast Range","WADEABLE","TARGET",NA,"S","S",NA,NA,7.39,28,94,1.4875,NA,0.8063345,-0.408,67.1122995,1.952272727,0.33335,54.705882,0.464285714,14.0625,NA,NA,NA,NA,NA,0.032038644,NA,51.25,0.84027445,NA,1.05839063,0.520122884,0.524023994,1.464776684,NA,NA,NA,NA,0.019430725,0,0.7499906,0.769375,0.9085562,347,NA,0,89.8395722,0.748051948,0.94575687,0.290909091,NA,"S","S",NA,NA,3,"MARINE WEST COAST FOREST",9,0.5,3," 2.00000000",NA,NA,NA,NA," 29.961118","  2.4100000","1.004667e+00","  8.0545455"," 19.7704918","0.008625185",NA,NA,NA,"0.000000000",NA,NA," 10.5610561",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"460","WCAP99-0592","WCAP99-0592","N",NA,2000,NA,"14865",41.3626,-122.51875,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,78,"Klamath Mountains","WADEABLE","TARGET",NA,"S","S",NA,NA,8.18,2,91,0.921875,0.274271588,0.7512506,-1,65.1960784,1.572916667,0,57.413793,0.895833333,7.826087,-13.73520681,-0.257365012,-0.323846892,NA,NA,0.01472172,NA,52.2857143,0.35168378,NA,0.91512725,0.403045057,0.150723787,1.855999014,NA,2.11336403,2.179845907,-0.263383559,-0.350868792,5.2173913,1,0.5148438,0.8235294,349,1.78049242,0,80.3921569,0.209090909,0.34579091,0,NA,"S","S",NA,NA,1,"WESTERN CORDILLERA",9,0.101041667,1," 7.41000000",NA,NA,NA,NA," 17.025758","  1.8800000","2.312500e-01","  2.6600000"," 13.6700000","0.014951520",NA,NA,NA,"0.000000000",NA,NA," 11.4478114",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"461","WCAP99-0593","WCAP99-0593","N",NA,2001,NA,"15215",40.84723,-123.39963,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,78,"Klamath Mountains","WADEABLE","TARGET",NA,"T","T",NA,NA,8.29,21,174,0.802272727,0.651962095,0.7725159,-1,100,0.913636364,0,38.272727,0.554545455,5.7142857,-14.23368777,1.134883019,0.134883019,NA,NA,-0.360353916,NA,32.2727273,0.60360704,NA,0.91917904,0.463013201,0.212045926,1.909669188,NA,0.77478617,1.774786169,0.009758172,-0.193314466,0.952381,1,0.4610227,1,852,4.38706225,0,100,0.354545455,0.54074546,0,NA,"T","T",NA,NA,2,"WESTERN CORDILLERA",9,0.286363636,2,"14.60000000",NA,NA,NA,NA," 24.958063","  2.5050000","4.150500e-01","  4.0818182"," 18.6200000","0.218671946",NA,NA,NA,"0.185892931",NA,NA," 39.0572391",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"462","WCAP99-0598","WCAP99-0598","N",NA,2002,NA,"15600",41.24444,-123.32795,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,78,"Klamath Mountains","WADEABLE","TARGET",NA,"T","T",NA,NA,8.13,11.399,50,1.275,0.723071442,0.7964983,-1,100,1.563636364,0.33335,39.545455,0.418181818,0.952381,-10.78685355,-0.051767621,-0.078969659,NA,NA,0.103153248,NA,39.8484848,0.51856143,NA,0.93481715,0.262323514,0.108512378,2.32422413,NA,2.37599175,2.403193789,0.073492756,-0.300146513,0,0.7499906,0.67375,1,853,5.18532188,0,100,0.181818182,0.40101818,0,NA,"T","T",NA,NA,2,"WESTERN CORDILLERA",9,0.736363636,2,"11.08000000",NA,NA,NA,NA," 11.376269","  2.5350000","6.732500e-01","  3.2545455"," 21.9200000","0.007883302",NA,NA,NA,"0.000000000",NA,NA," 12.1212121",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"463","WCAP99-0600","WCAP99-0600","N",NA,2000,NA,"14824",40.52712,-124.17024,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,1,"Coast Range","WADEABLE","TARGET",NA,"S","S",NA,NA,8.12,10,244,0.685227273,0.627680809,0.5283799,-1,46.9251337,0.932954545,0.96215909,54.745455,0.054545455,15.2380952,-2.2975763,-0.425986657,-0.43019333,NA,NA,-0.110538116,NA,56.0909091,0.50399582,NA,1.24903039,0.364399872,0.201504015,1.435504005,NA,1.86149066,1.865697335,-0.346832259,-0.26103342,5.7142857,0.5096427,0.4083523,0.7088235,350,4.14307598,0,67.6470588,0.254545455,0.44823477,0,NA,"S","S",NA,NA,2,"MARINE WEST COAST FOREST",9,0.727380952,2," 2.65000000",NA,NA,NA,NA," 28.019039","  4.3900000","7.568000e-01","  6.9818182"," 19.3689320","0.001225405",NA,NA,NA,"0.000000000",NA,NA,"  4.5751634",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"464","WCAP99-0601","WCAP99-0601","N",NA,2000,NA,"14858",41.83196,-122.84729,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,78,"Klamath Mountains","BOATABLE","TARGET",NA,"T","T",NA,NA,8.61,204,1051,0.673863636,1.49920537,0.3965865,-0.12,NA,0.934090909,1.29548636,NA,0.329545455,0,-12.28605977,NA,-0.119257371,NA,NA,0.243405881,NA,NA,0.46748351,NA,1.17746786,0.401783408,0.152884698,2.231163429,NA,NA,2.3504208,0.10605246,0.644623452,0,0.4356375,0.4032386,0.3550802,854,31.46496918,0.13636364,28.342246,2.863636364,4.31187757,0.659090909,NA,"T","T",NA,NA,7,"WESTERN CORDILLERA",9,0.232954545,6," 0.98000000",NA,NA,NA,NA," 28.429519"," 37.2727273","6.366667e+01"," 53.0000000","144.8241206","0.000000000",NA,NA,NA,"0.000000000",NA,NA,"  0.0000000",NA,NA,NA,NA,"BOATABLE","2","MT_PNW_2",NA,"MT_PNW_2"
"465","WCAP99-0604","WCAP99-0604","N",NA,2000,NA,"14866",41.33837,-122.9178,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,78,"Klamath Mountains","WADEABLE","TARGET",NA,"S","S",NA,NA,7.49,4,100,1.085227273,0.831456912,0.8318456,-0.865,91.5775401,1.239772727,0,44.181818,0.784090909,0.952381,-10.25182125,-0.421411415,-0.469327456,NA,NA,-0.039138267,NA,40,0.5641426,NA,0.90054317,0.497138094,0.178708398,2.33740565,NA,2.75881707,2.806733106,0.303809275,-0.028481059,0,1,0.5883523,0.9783422,351,6.68354815,0,97.5935829,0.581818182,0.83652406,0.036363636,NA,"S","S",NA,NA,2,"WESTERN CORDILLERA",9,0.667045455,1,"13.64000000",NA,NA,NA,NA," 21.427102","  3.7350000","1.032350e+00","  5.6363636"," 25.4705882","0.023738246",NA,NA,NA,"0.010924626",NA,NA," 14.3790850",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"466","WCAP99-0605","WCAP99-0605","N",NA,2000,NA,"14872",40.89154,-123.80843,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,78,"Klamath Mountains","WADEABLE","TARGET",NA,"T","T",NA,NA,7.85,2,74,0.6625,1.497481985,0.5155401,-1,48.9304813,0.920454545,1.40914091,44.090909,0.295454545,7.6923077,-9.99054229,0.30792678,0.307579,NA,NA,0.401070477,NA,47.2727273,0.76762612,NA,1.31581492,0.258290063,0.163597548,1.850775462,NA,1.54284868,1.543196461,0.160016245,0.038887239,6.7307692,0.4150857,0.398125,0.8291444,856,31.33996,0,81.0160428,0.445454545,0.99367237,0,NA,"T","T",NA,NA,3,"WESTERN CORDILLERA",9,0.252272727,3," 0.75000000",NA,NA,NA,NA," 36.266144"," 13.7100000","8.014800e+00"," 19.9818182"," 54.8217822","0.000186708",NA,NA,NA,"0.000000000",NA,NA,"  1.3461538",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"467","WCAP99-0606","WCAP99-0606","N",NA,2000,NA,"14845",39.79937,-123.74491,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,1,"Coast Range","WADEABLE","TARGET",NA,"S","S",NA,NA,7.65,11,106,1.322727273,1.420496272,0.7930802,-1,86.631016,1.792045455,0.33335,40.454545,0.236363636,8.5714286,-8.22534554,0.305621988,0.305470023,NA,NA,0.427392749,NA,37.5757576,0.78321853,NA,1.05746386,0.279763102,0.109765334,1.959924901,NA,1.65430291,1.654454878,0.208934662,-0.017089494,0,0.7499906,0.6952273,0.9566845,352,26.23275342,0,95.1871658,0.409090909,0.86141414,0,NA,"S","S",NA,NA,3,"MARINE WEST COAST FOREST",9,0.426136364,1," 1.10000000",NA,NA,NA,NA," 22.399585","  6.9900000","3.805450e+00","  9.0000000"," 45.2323232","0.000081400",NA,NA,NA,"0.000000000",NA,NA,"  1.2626263",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"468","WCAP99-0613","WCAP99-0613","N",NA,2000,NA,"14830",41.88844,-123.41309,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,78,"Klamath Mountains","WADEABLE","TARGET",NA,"S","S",NA,NA,8.02,7,98,1.560227273,0.846394214,0.7547855,-1,83.9572192,1.735227273,0.75761364,32.363636,0.372727273,1.9047619,-7.68597752,0.153258241,0.143724749,NA,NA,0.3965163,NA,32.7272727,0.37003,NA,1.06926295,0.298994135,0.182808149,2.481576466,NA,2.32831822,2.337851717,-0.125133524,-0.052806976,0,0.5689533,0.8021023,0.942246,353,6.92092307,0,93.5828877,0.390909091,0.78550909,0,NA,"S","S",NA,NA,2,"WESTERN CORDILLERA",9,0.302272727,2," 4.50000000",NA,NA,NA,NA," 17.364021","  6.4450000","2.486300e+00","  9.8181818"," 39.4600000","0.005032922",NA,NA,NA,"0.002573045",NA,NA," 12.6262626",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"469","WCAP99-0614","WCAP99-0614","N",NA,2003,NA,"15937",38.54174,-123.07138,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,1,"Coast Range","WADEABLE","TARGET",NA,"S","S",NA,NA,8.54,10,140,1.027272727,1.574745387,0.7012027,-1,17.6470588,1.457954545,0.13636818,56.090909,0.35,25.7142857,-1.88655747,-0.061429973,-0.105326819,NA,NA,-0.201525068,NA,56.8181818,0.75914155,NA,1.24429082,0.185448786,0.065829143,1.12519084,NA,1.18662081,1.230517658,0.369935805,-0.016283526,1.9047619,0.8799965,0.5622727,0.6967914,354,37.46171274,0,66.3101604,0.3,0.8632,0,NA,"S","S",NA,NA,3,"MARINE WEST COAST FOREST",9,0.220454545,3," 0.55000000",NA,NA,NA,NA," 29.761788"," 11.4450000","7.405200e+00"," 13.3181818"," 56.3200000","0.018641923",NA,NA,NA,"0.018500664",NA,NA,"  3.7878788",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"470","WCAP99-0618","WCAP99-0618","N",NA,2003,NA,"15909",40.6568,-123.9803,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,1,"Coast Range","WADEABLE","TARGET",NA,"S","S",NA,NA,7.87,12,101,1.672727273,1.273024453,0.9421556,-1,76.2032086,2.240909091,0,16.272727,0.136363636,6.6666667,-12.32933346,0.327690854,0.246948283,NA,NA,0.20346622,NA,8.9393939,0.67813197,NA,1.49927332,0.175455936,0.157750495,1.753255928,NA,1.42556507,1.506307645,0.10220229,-0.171076584,2.8571429,1,0.8527273,0.9807487,355,18.65100084,0,97.8609626,0.190909091,0.57440909,0,NA,"S","S",NA,NA,3,"MARINE WEST COAST FOREST",9,0.076136364,3," 1.35000000",NA,NA,NA,NA," 40.683056"," 11.1900000","4.033450e+00"," 16.0909091"," 38.3500000","0.020467985",NA,NA,NA,"0.019349969",NA,NA,"  5.0505051",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"471","WCAP99-0619","WCAP99-0619","N",NA,2000,NA,"14844",39.40743,-123.74067,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,1,"Coast Range","WADEABLE","TARGET",NA,"S","S",NA,NA,7.04,7,141,1.957954545,0.408558826,0.8257481,-1,100,2.473863636,0.74245454,74.090909,3.204545455,24.4444444,-2.9177231,0.223624323,-0.776375677,NA,NA,-1.235973376,NA,78.8888889,0.97458381,NA,0.71044056,0.573714794,0.299271716,0.581151498,NA,0.35752717,1.357527175,0.087451094,-0.363089332,24.4444444,0.5739031,0.9810795,1,356,2.46188025,0,100,0.244444444,0.33342172,0,NA,"S","S",NA,NA,1,"MARINE WEST COAST FOREST",9,0.239772727,1,"10.76850000",NA,NA,NA,NA," 11.327731","  0.5823529","7.635294e-02","  1.1600000","  8.8977273","0.326821783",NA,NA,NA,"0.247589555",NA,NA," 29.7734628",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"472","WCAP99-0625","WCAP99-0625","N",NA,2001,NA,"15229",40.85692,-122.48881,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,78,"Klamath Mountains","WADEABLE","TARGET",NA,"S","S",NA,NA,7.77,30,70,0.4875,0.887384828,0.682996,-1,96.1229946,0.553409091,0,21.636364,0.845454545,2.8571429,-6.99805858,0.2887499,0.264538051,NA,NA,0.537799956,NA,18.1818182,0.3067286,NA,0.97226015,0.341287279,0.137577885,2.265724305,NA,1.9769744,2.001186253,-0.158099015,-0.105225914,0,1,0.319375,0.9975936,357,7.61586868,0,99.7326203,0.372727273,0.68482727,0,NA,"S","S",NA,NA,1,"WESTERN CORDILLERA",9,0.806818182,2," 2.50000000",NA,NA,NA,NA," 15.382077","  4.5100000","1.409600e+00","  6.1909091"," 31.2100000","0.011564896",NA,NA,NA,"0.009606991",NA,NA,"  9.4696970",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"473","WCAP99-0626","WCAP99-0626","N",NA,2002,NA,"15474",32.84996,-115.49175,"CA","XE_SOUTH","Southern Xeric Plains",NA,"XE",NA,81,"Sonoran Basin and Range","WADEABLE","CANAL",NA,"T","T",NA,NA,8.25,429.65,39225,0,0.480311879,0.1418983,-1,0,0.011363636,2.5,100,0,100,NA,-3.938431986,-3.938431986,NA,NA,-3.432591855,NA,100,0.11915481,NA,0.64041398,0.51728917,0.273477294,-2.063764995,NA,1.87466699,1.874666991,NA,0.087468422,97.1428571,0.2857143,0.1,0.1,858,2.92212121,1.5,0,0.781818182,1.12311818,0,NA,"T","T",NA,NA,1,"WARM DESERTS",9,0.875,-1," 1.00000000",NA,NA,NA,NA,"  7.672816","  2.6250000","9.097500e-01","  4.9272727"," 34.1300000","0.000000000",NA,NA,NA,"0.000000000",NA,NA,"  0.0000000",NA,NA,NA,NA,"WADEABLE","LargeWade","XE_SOUTH_LargeWade","XE_SOUTH_LargeWade","XE_SOUTH_LargeWade"
"474","WCAP99-0628","WCAP99-0628","N",NA,2000,NA,"14846",39.37112,-120.03276,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,5,"Sierra Nevada","BOATABLE","TARGET",NA,"T","T",NA,NA,8.06,8,100,0.629545455,1.285447225,0.3098299,0.355,NA,1.023863636,2.30453853,NA,0.688636364,0,-2.39780958,NA,-0.233837438,NA,NA,0.005076408,NA,NA,0.35141476,NA,1.12391938,0.27210497,0.099569872,2.356440048,NA,NA,2.590277487,0.065714445,0.698740952,0,0.3026141,0.3832955,0.2564171,859,19.19510848,0.15909545,17.3796791,3.436363636,4.89736364,2.163636364,NA,"T","T",NA,NA,7,"WESTERN CORDILLERA",9,0.328409091,5," 2.24400000",NA,NA,NA,NA," 18.846216"," 26.6363636","3.649000e+01"," 33.5000000","146.1000000","0.004595500",NA,NA,NA,"0.000000000",NA,NA,"  3.5000000",NA,NA,NA,NA,"BOATABLE","2","MT_PNW_2",NA,"MT_PNW_2"
"475","WCAP99-0629","WCAP99-0629","N",NA,2002,NA,"15518",38.69578,-119.87532,"CA","MT_PNW","Pacific Northwest",NA,"MT",NA,5,"Sierra Nevada","WADEABLE","TARGET",NA,"S","S",NA,NA,7.52,9.925,51.25,0.993181818,1.318062549,0.6382602,-1,1.3368984,1.240909091,0,40.454545,0.586363636,20.9523809,1.02373272,-0.778402315,-0.854901811,NA,NA,-0.827894658,NA,21.2121212,0.54485984,NA,1.09312329,0.229414264,0.099806498,0.859421117,NA,1.63782343,1.714322928,0.35074378,-0.092100284,16.1904762,1,0.5469318,0.4754011,358,20.69996236,0,41.71123,0.290909091,0.70890909,0,NA,"S","S",NA,NA,2,"WESTERN CORDILLERA",9,0.278409091,2," 1.70000000",NA,NA,NA,NA," 19.577031","  5.5700000","2.134000e+00","  7.0090909"," 41.8000000","0.028545179",NA,NA,NA,"0.019593061",NA,NA," 22.0959596",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade","MT_PNW_LargeWade"
"476","WCAP99-0654","WCAP99-0654","N",NA,2001,NA,"15139",34.16522,-119.09069,"CA","XE_CALIF","Xeric California",NA,"XE",NA,6,"Southern and Central California Chaparral and Oak Woodlands","WADEABLE","TARGET",NA,"T","T",NA,NA,7.94,41,48219,0.114772727,0.811638904,0.3665596,-0.974,9.2245989,1.077272727,1.54548182,97.636364,0.118181818,92.3809524,42.86693685,-2.326459823,-2.326459823,NA,NA,-2.369360519,NA,97.7272727,0.29346742,NA,1.44117466,0.029469349,0.06595197,-0.726861647,NA,1.59959817,1.599598175,0.118773818,-0.282517815,29.5238095,0.3928529,0.1516477,0.826738,860,6.38095348,0.45455454,80.7486631,0.033333333,0.4217737,0.006060606,NA,"T","T",NA,NA,1,"MEDITERRANEAN CALIFORNIA",9,0.104545455,-1," 1.65000000",NA,NA,NA,NA," 22.383904","  8.0600000","2.992900e+00","  9.3818182"," 38.8440367","0.000000000",NA,NA,NA,"0.000000000",NA,NA,"  0.0000000",NA,NA,NA,NA,"WADEABLE","LargeWade","XE_CALIF_LargeWade","Other","XE_CALIF_LargeWade"
"477","WCAP99-0658","WCAP99-0658","N",NA,2001,NA,"15104",33.79824,-116.74831,"CA","MT_SWEST","Southwestern Mountains",NA,"MT",NA,8,"Southern California Mountains","WADEABLE","TARGET",NA,"T","T",NA,NA,7.44,23,145,1.078409091,0.730796505,0.6495906,-1,92.513369,1.205681818,1.05303182,47.545455,0.343181818,11.4285714,-11.82528853,-0.335931033,-0.3406195,NA,NA,-0.157966555,NA,43.3333333,0.86498377,NA,1.2829414,0.252310003,0.182776432,1.847108267,NA,2.1830393,2.187727768,0.145045284,-0.326648071,6.6666667,0.4870845,0.5852841,0.9614973,861,5.28017628,0.70454545,95.7219251,0.163636364,0.37135914,0,NA,"T","T",NA,NA,2,"MEDITERRANEAN CALIFORNIA",9,0.440909091,2," 7.11050000",NA,NA,NA,NA," 32.497638","  3.3600000","8.003000e-01","  5.1181818"," 20.7722772","0.001114898",NA,NA,NA,"0.000000000",NA,NA,"  6.8750000",NA,NA,NA,NA,"WADEABLE","LargeWade","MT_SWEST_LargeWade","MT_SWEST_LargeWade","MT_SWEST_LargeWade"
